Date,Record Number,Record Type,Address,Description,Permit Name,Status,Short Notes
1/8/2019,BM-201900090,Residential - HVAC,"934 WINALL DOWN RD NE, ATLANTA GA 30319","WALK NOTES PER CORY 1/7/19934 WINALL DOWN ROAD NE ATLANTA, GA 30319System placement- 4 Ton 80% Zone Master/Main in Bsmt , 4 Ton 90% Up in atticZoned- YesDampers- 2-14”Bypass- 1-10""Lineset- 2-50'x7/8"", 1-30'x7/8""Bvent- 1-6"",   (1) ConcentricWH- Yes 4"" in basementFloor boots- YesVenthood- yes 10"" out Sidewall with make up air14"" flex- yes*(2) 4"" Fresh Air*Run Main level condensate to to hub in mech room*Run upstairs condensate line to washer box*Metal Plenums*Seal ALL Seams on Dryer Vent*Seal ALL Seams on Venthood and Screw ALL Connections*Leave Tytons for bath fans*Need 12 Foot LadderBath Fans: 7-4”GAsline Work Order:Gas: 2- furnaces, 2- Log Lighter *Back Piped, 1- range *3/4"", 1 Waterheaters, 1-grill",934 WINALL DOWN ROAD NE,Issued,
1/8/2019,BA-201900145,Arborist Plan Review,"340 WELLINGTON ST SW, ATLANTA GA 30310",,SFR - DEMO  (18CAP-00001364),Approved-No Trees Destroyed,
1/8/2019,BA-201900150,Arborist Plan Review,"2520 JONESBORO RD SE, ATLANTA GA 30315",,Trailers - Lot E1,Approved-No Trees Destroyed,
1/8/2019,BA-201900140,Arborist Plan Review,"1282 PASADENA AVE NE, ATLANTA GA 30306",,BOWERMAN-SINGLE FAMILY RESIDENCE  DEMO,Revisions Required,
1/8/2019,ZLA-201900107,Business Licenses,"1355 PEACHTREE ST NE, #200, ATLANTA GA 30309",WHITAKER TAYLOR / STE 2000OFFICE IT CONSULTING FIRM,WHITAKER TAYLOR / STE 2000,License Approved,
1/8/2019,BE-201900194,Residential - Low Voltage,"1144 AVONDALE AVE SE, ATLANTA GA 30312","PHONES, CABLES, SECURITY",767 AERIAL WAY GRANT PARK - THE SWIFT,Issued,
1/8/2019,ZLA-201900121,Business Licenses,"165 WEST WIEUCA RD NE, ATLANTA GA 30342",ATLANTA AUTO ART DBA JP AUTO BANK / STE 215USED CAR BROKER OFFICE OFFICE USE ONLY- NO STORAGE OF VEHICLES ALLOWED ON PROPERTY THIS IS NOT A USED CAR LOT,ATLANTA AUTO ART DBA JP AUTO BANK / STE 215,License Approved,
1/8/2019,ZLA-201900120,Business Licenses,"75 PONCE DE LEON AVE NE, 102, ATLANTA GA 30308","CBD,LLC / STE 102REAL ESTATE AND CONSULTING","CBD,LLC / STE 102",License Approved,
1/8/2019,BB-201900144,Commercial Alteration,"675 PONCE DE LEON AVE NE, ATLANTA GA 30308","WHITE BOX INTERIOR ALTERATION, INTERIOR BUILD-OUT (LC) (C/O)",CMHS / CO SUITE W113 (LC) (C/O),Issued,
1/8/2019,BS-201900012,Sign Business,"2450 PIEDMONT RD NE, ATLANTA GA 30324",SAINT LEO UNIVERSITY EXISTING / WALL UL#E224876,SAINT LEO UNIVERSITY,Issued,
1/8/2019,BB-201900153,Residential Addition,"212 HOWARD ST NE, ATLANTA GA 30317","RENOVATION, PORCH AND DECK ADDITION,REPAIR WATER DAMAGE,REPLACE ROOF SHINGLES ONLY,REPAIR WINDOWS AND DOORS ONLY REPLACE AS NEEDED",SAUDERS RESIDENCE-ADDITION,Routed for Review,
1/8/2019,ZLA-201900115,Business Licenses,"1155 SYLVAN RD SW, ATLANTA GA 30310",VRINDAN GOKUL.LLC convenience STORE CHANGE OF OWNERSHIP - EXISITING BUSINESS,VRINDAN GOKUL.LLC,License Approved,
1/8/2019,BA-201900177,Arborist Dead Dying Hazardous Tree,"384 NORTHYARDS BLVD NW, ATLANTA GA 00000",,,Issued,
1/8/2019,BA-201900175,Arborist Dead Dying Hazardous Tree,"200 ALBERTA DR NE, ATLANTA GA 30305",,,Issued,
1/8/2019,BE-201900234,Residential - Low Voltage,"228 PEACHTREE HILLS AVE NE, ATLANTA GA 30305","PHONES, CABLES, SECURITY",240 DEVIN PLACE NE LOT 7 ASHTON WOODS - HILLGROVE,Issued,
1/8/2019,BB-201900133,Multi Family New,"385 GRANT CIR SE, ATLANTA GA 30315","aka 379 PRATT DRIVE,  BLDG 400 UNIT 407, INTERIOR BUILDOUT OF CONDO UNIT.","PRATT STACKS aka 379 PRATT DRIVE, BLDG 400 UNIT 407 (CO)",Routed for Review,
1/8/2019,BB-201900129,Multi Family New,"385 GRANT CIR SE, ATLANTA GA 30315","aka 379 PRATT DRIVE, BLDG 400-UNIT 403, INTERIOR BUILDOUT OF CONDO UNIT.","PRATT STACKS aka 379 PRATT DRIVE, BLDG 400-UNIT 403 (CO)",Routed for Review,
1/8/2019,BE-201900228,Residential - Low Voltage,"717 BISMARK RD NE, ATLANTA GA 30324","MJ x 4, Security Pre Wire, Plasma Prep Tube",Lot 82 Morningside Towns,Issued,
1/8/2019,BA-201900162,Arborist Dead Dying Hazardous Tree,"3393 VALLEY CIR NW, ATLANTA GA 30305",,,Issued,
1/8/2019,BE-201900227,Commercial - Electrical,"60 11TH ST NE, ATLANTA GA 30309",COMMERCIAL / ELECTRICAL  / GENERAL / STE 3BNEW BUILD OUT,COMMERCIAL / ELECTRICAL  / GENERAL / STE 3B,Issued,
1/8/2019,BS-201900011,Sign Business,"2450 PIEDMONT RD NE, ATLANTA GA 30324",SAINT LEO UNIVERSITY EXISTING / WALL,SAINT LEO UNIVERSITY,Issued,
1/8/2019,BE-201900224,Residential - Low Voltage,"705 BISMARK RD NE, ATLANTA GA 30324","MJ x 4, Security Prewire, Plasma Prep Tube",Lot 85 Morningside Towns,Issued,
1/8/2019,BA-201900159,Arborist Dead Dying Hazardous Tree,"2851 HOSEA L WILLIAMS DR SE, ATLANTA GA 30317",,,Issued,
1/8/2019,BE-201900218,Commercial - Electrical,"860 PEACHTREE ST NE, ATLANTA GA 30308",Install 18 Recessed can lights and 3 120V receptacles,Unit C   Ansley Development,Issued,
1/8/2019,BT-201900040,Temporary Power,"2289 SWALLOW CIR SE, ATLANTA GA 30315",Renovation and rewire house,ROSS-ALTERATIONS-XPRS,Issued,
1/8/2019,BP-201900124,Commercial - Fire Sprinkler,"101 MARIETTA ST NW, ATLANTA GA 30303",NEW TENANT FIRE SPRINKLER RENOVATION,22ND FLOOR SPEC SUITE 2250,Issued,
1/8/2019,BT-201900029,Temporary Power,"2108 BOLTON DR NW, ATLANTA GA 00000",INSTALLATION OF TEMPORARY POWER FOR USE DURING NEW CONSTRUCTION ONLY,THE QUARTER LOT 34 TPR 1032 BRANDSFORD STREET NW,Issued,
1/8/2019,BT-201900027,Temporary Power,"520 BROADVIEW LN NE, ATLANTA GA 30324",ELECTRICAL TEMPORARY POWER PERMIT,520 BROADVIEW LN  LOT 123,Issued,
1/8/2019,BP-201900128,Residential - Plumbing,"902 OAKLAND DR SW, ATLANTA GA 30310",Plumbing RemodelAdded water service,Plumbing Remodel,Issued,
1/8/2019,BT-201900039,Temporary Power,"415 MORELAND AVE SE, ATLANTA GA 30316",COMMERCIAL / ELECTRICAL  / TEMP POWER,COMMERCIAL / ELECTRICAL  / TEMP POWER,Issued,
1/8/2019,ORR-201900026,Open Record Request,"1936 HOSEA L WILLIAMS DR NE, ATLANTA GA 30317",REQUESTING COPY OF APPROVED SITE PLAN/ SURVEY.,1936 HOSEA L WILLIAMS DR NE - ORR,Request Completed,
1/8/2019,BA-201900129,Arborist Plan Review,"1048 LAWTON AVE SW, ATLANTA GA 30310",,1048 LAWTON FENCE AND DRIVEWAY,Approved-No Trees Destroyed,
1/8/2019,19TMP-000816,Commercial Alteration,"800 CHEROKEE AVE SE, ATLANTA GA 30315",,,,
1/8/2019,19TMP-000944,Residential - Plumbing,"1301 PEACHTREE ST NE, ATLANTA GA 30309",,,,
1/8/2019,BA-201900151,Arborist Plan Review,"1222 LOCKWOOD DR SW, ATLANTA GA 30311",,1251 NORTH AVE LLC-ADDITION,Approved-No Trees Destroyed,
1/8/2019,BT-201900035,Temporary Power,"334 DARGAN PL SW, ATLANTA GA 30310",Temporary  power,334 dargan,Issued,
1/8/2019,BE-201900236,Residential - Low Voltage,"228 PEACHTREE HILLS AVE NE, ATLANTA GA 30305","PHONES, CABLES, SECURITY",244 DEVIN PLACE NE LOT 9 ASHTON WOODS - HILLGROVE,Issued,
1/8/2019,BE-201900235,Residential - Low Voltage,"228 PEACHTREE HILLS AVE NE, ATLANTA GA 30305","PHONES, CABLES, SECURITY",242 DEVIN PLACE NE LOT 8 ASHTON WOODS - HILLGROVE,Issued,
1/8/2019,19TMP-000969,Commercial - Electrical,"565 MAIN ST NE, ATLANTA GA 30324",Electrical Installation,Adrenaline-alteration,,
1/8/2019,BT-201900028,Temporary Power,"522 BROADVIEW LN NE, ATLANTA GA 30324",ELECTRICAL TEMPORARY POWER PERMIT,522 BROADVIEW LN  LOT 124,Issued,
1/8/2019,BM-201900088,Commercial - HVAC,"310 NORTH AVE NW, ATLANTA GA 30313",Renovation of existing level one entry and conference room,310 NORTH AVENUE NW EDC COCA COLA BLDG,Issued,
1/8/2019,BT-201900031,Temporary Power,"526 BROADVIEW LN NE, ATLANTA GA 30324",ELECTRICAL TEMPORARY POWER PERMIT,526 BROADVIEW LN  LOT 126,Issued,
1/8/2019,BE-201900211,Residential - Electrical,"2108 BOLTON DR NW, ATLANTA GA 00000",INSTALLATION OF COMPLETE ELECTRICAL SYSTEM EXCLUDING LOW VOLTAGE FOR NEW CONTRUCTION,THE QUARTER LOT 33 GEN 1034 BRANDSFORD STREET NW,Issued,
1/8/2019,BP-201900115,Commercial - Plumbing,"1175 PEACHTREE ST NE, ATLANTA GA 30309",Breakroom sink,LAS Lord Aeck Sargent,Issued,
1/8/2019,BP-201900114,Commercial - Fire Sprinkler,"565 MAIN ST NE, ATLANTA GA 30324",century is to add and relocate off of the existing fire sprinkler system per NFPA 13,Adrenaline  suite 200,Routed for Review,
1/8/2019,BM-201900083,Residential - HVAC,"1233 HILL ST SE, ATLANTA GA 30315",Replace HVAC system,1233 Hill St,Issued,
1/8/2019,BA-201900121,Arborist Dead Dying Hazardous Tree,"1107 HUDSON DR NE, ATLANTA GA 30306",DDH,DDH,Issued,
1/8/2019,19TMP-000855,Commercial - HVAC,"310 NORTH AVE NW, ATLANTA GA 30313",Renovation of existing level one entry and conference room.,310 NORTH AVE EDC COCA COLA BLDG,,
1/8/2019,BM-201900087,Commercial - HVAC,"3348 PEACHTREE RD NE, ATLANTA GA 00000",duct modification,walker dunlop expansion 900,Issued,
1/8/2019,BA-201900144,Arborist Plan Review,"1267 GRAYMONT DR SW, ATLANTA GA 30310",,H & H - 2ND STORY ADDITION,Approved-No Trees Destroyed,
1/8/2019,BM-201900075,Residential - HVAC,"4500 MT PARAN PKWY NW, ATLANTA GA 30327","WALK NOTES PER CORY 1/4/194500 Mount ParanSystem placement- 4 Ton 90% Zone Master/Bedrooms in attic , 3.5 Ton 90 % Main in attic, 3 Ton HP Zone Bsmt/Exercise in basement Zoned- YesDampers- 1-12”, 3-14”Bypass- 2-10""Lineset- 2-50'x7/8"", 2-40'x3/4""Bvent- No,  (2) ConcentricWH- No *TanklessFloor boots- NoVenthood- yes 10"" out Sidewall with make up air14"" flex- yes*(2) 4"" Fresh Air*Run Main level condensate to to hub in mech room, Leave extra clear Vinyl)*Run upstairs condensate line to washer box*Metal Plenums*Seal ALL Seams on Dryer Vent*Seal ALL Seams on Venthood and Screw ALL Connections*Leave Tytons for bath fans*Need (3) Media FiltersBAth Fans: 9-4”GAsline Work Order:*Need 1 1/14”Gas: 2- furnaces, 2- Log Lighter, 1- range *3/4"", 1 Waterheaters *Tankless, 1-grill, 1- Pool Heater",4500 MOUNT PARAN PARKWAY ATLANTA,Issued,
1/8/2019,BM-201900074,Residential - HVAC,"238 15TH ST NE, 17, ATLANTA GA 30309",remodel. all new HVAC,238 15th st #17,Issued,
1/8/2019,BA-201900163,Arborist Illegal Activity,"1362 PEACHTREE BATTLE AVE NW, ATLANTA GA 30327","Unpermitted removal of 20"" maple at front center.",Illegal destruction investigation,Fine,
1/8/2019,BB-201900143,Commercial Alteration,"1175 CASCADE PKWY SW, ATLANTA GA 30331",INTERIOR RENOVATION X RAY ROOM - REMOVE AND REPLACE CEILING TILES. NEW PLUMBING AND SINK (LC),CASCADE GENERAL-  RENOVATION (LC),Routed for Review,
1/8/2019,BB-201900157,Residential Demolition,"980 EULALIA RD NE, ATLANTA GA 30319",DEMOLITION OF A SINGLE FAMILY RESIDENCE,GRANT RESIDENCE -DEMO SINGLE FAMILY RESIDENCE,Issued,
1/8/2019,BA-201900125,Arborist Dead Dying Hazardous Tree,"1046 BERNE ST SE, ATLANTA GA 30316",,,Issued,
1/8/2019,BP-201900108,Commercial - Fire Sprinkler,"3280 PEACHTREE RD NE, ATLANTA GA 30305",Relocating and adding sprinkler heads off the existing system for new tenant build out.,NSH SPORTS MEDICINE-BUCKHEAD SUITE 165,Issued,
1/8/2019,BA-201900126,Arborist Dead Dying Hazardous Tree,"2928 RIDGEWOOD RD NW, ATLANTA GA 30327",,,Issued,
1/8/2019,BB-201900141,Residential Misc. Non-Structural,"94 PEACHTREE WAY NE, ATLANTA GA 30305","FRONT YARD - CONSTRUCT NEW STAIRS, CHEEK WALLS, SEAT WALL AND STONE BAND, REAR YARD - REMOVE EXISTING BRICK STAIRS, AND RETAINING WALLS AND STONE PATIO. CONSTRUCT NEW RETAINING WALLS, STAIRS, WATER TEXTURE AND STONE PAVING IN REAR YARD.",Single family residence-Misc,Routed for Review,
1/8/2019,ORR-201900029,Open Record Request,"1135 SIMS ST SW, ATLANTA GA 30310",Records for the application BB201804851,1135 Sims St. ORR,Request Completed,
1/8/2019,BB-201900158,Residential Misc. Non-Structural,"338 SINCLAIR AVE NE, ATLANTA GA 30307",RE-ROOF,FOGLE RE-ROOF,Complete,
1/8/2019,BM-201900080,Residential - HVAC,"818 VERNER ST NW, ATLANTA GA 00000",INSTALL NEW HVAC,RESIDENTIAL/HVAC,Issued,
1/8/2019,BB-201900130,Multi Family New,"385 GRANT CIR SE, ATLANTA GA 30315","aka 379 PRATT DRIVE,  BLDG 400 UNIT 404, INTERIOR BUILDOUT OF CONDO UNIT.","PRATT STACKS aka 379 PRATT DRIVE, BLDG 400 UNIT 404 (CO)",Routed for Review,
1/8/2019,BB-201900127,Multi Family New,"385 GRANT CIR SE, ATLANTA GA 30315","aka 379 PRATT DRIVE,  BLDG 400 UNIT 401, INTERIOR BUILDOUT OF CONDO UNIT.","PRATT STACKS aka 379 PRATT DRIVE, BLDG 400 UNIT 401 (CO)",Routed for Review,
1/8/2019,BB-201900123,Multi Family New,"385 GRANT CIR SE, ATLANTA GA 30315","aka 375 PRATT DRIVE, BLDG 300 UNIT 307, INTERIOR BUILDOUT OF CONDO UNIT.","PRATT STACKS aka 375 PRATT DRIVE, BLDG 300 UNIT 307  (CO)",Routed for Review,
1/8/2019,BB-201900122,Multi Family New,"385 GRANT CIR SE, ATLANTA GA 30315","aka 375 PRATT DRIVE,  BLDG 300 UNIT 306, INTERIOR BUILDOUT OF CONDO UNIT.","PRATT STACKS aka 375 PRATT DRIVE, BLDG 300 UNIT 306  (CO)",Routed for Review,
1/8/2019,BB-201900114,Multi Family New,"385 GRANT CIR SE, ATLANTA GA 30315","aka 371 PRATT DRIVE, BLDG 200 UNIT 206 INTERIOR BUILDOUT OF CONDO UNIT.","PRATT STACKS aka 371 PRATT DRIVE, BLDG 200 UNIT 206  (CO)",Routed for Review,
1/8/2019,QCR-2019-00093,Residential QCR,"4075 GLEN DEVON DR NW, ATLANTA GA 30327",DEOMLITION OF A SFR,DEMO,Create Application,
1/8/2019,BB-201900140,Residential Pool,"55 AVERY DR NE, ATLANTA GA 30309","POOL, STEPS, RECONFIGURE WOOD STEPS, AND STONE TERRACE.",SFR - POOL,Routed for Review,
1/8/2019,BB-201900146,Residential Demolition,"1901 SPRING AVE NW, ATLANTA GA 30318",Demo SFR,Demo SFR,Routed for Review,
1/8/2019,BE-201900209,Commercial - Electrical,"3228 ROSWELL RD NW, ATLANTA GA 30305",INSTALL LIGHTING AND RECEPTACLES,COMMERCIAL/ELECTRICAL/GENERAL,Issued,
1/8/2019,ZLA-201900113,Business Licenses,"49 BOULEVARD SE, ATLANTA GA 30312",BUSINESS LISTING ONLY. DIRECT SALES TO CUSTOMER,I CREATE INTERNATIONAL FOUNDATION/ STE 241,License Approved,
1/8/2019,ZLA-201900111,Business Licenses,"1032 WILDWOOD RD NE, ATLANTA GA 30306",BUSINSESS LISTING ONLY. DIRECT SALES TO CUSTOMERS,"GREEN JD, LLC",License Approved,
1/8/2019,QCR-2019-00100,Commercial QCR,"1686 JONESBORO RD SE, ATLANTA GA 30315",INTERIOR RENOVATION FOR A CONVENIENCE STORE,BIG BROTHER GROCERY CONVENIENCE STORE,Open,
1/8/2019,BM-201900098,Commercial - HVAC,"3550 LENOX RD NE, ATLANTA GA 30342",Including but not limited to duct alterations and installation of new terminal units and air distribution,Heery Suite 2400,Issued,
1/8/2019,19TMP-000985,Commercial Alteration,"952 Peachtree, United States",,,,
1/8/2019,ORR-201900030,Open Record Request,"1406 NORTHVIEW AVE NE, ATLANTA GA 30306",plans with orange posting,1406 Northview Ave. ORR,Request Completed,
1/8/2019,BE-201900217,Commercial - Electrical,"0 HARTSFIELD-JACKSON INT'L AIRPORT SW, ATLANTA GA 30320",Electrical renovation of existing space,486GB HJAIA Auntie Anne's Con C,Issued,
1/8/2019,BE-201900196,Commercial - Low Voltage,"1360 PEACHTREE ST NE, ATLANTA GA 00000",VOICE AND DATA,BENDIN SUMRALL & LANDER LLC SUITE 800,Issued,
1/8/2019,19TMP-000819,Residential - Plumbing,"836 COURTENAY DR NE, ATLANTA GA 30306",Installation of new plumbing/Remodel/Addition,836 Courtenay Drive,,
1/8/2019,QCR-2019-00099,Residential QCR,"195 ROSSER ST SW, ATLANTA GA 30314","INTERIOR AND EXTERIOR RENOVATIONS AND ALTERATIONS,ERECT DECK EXTENSION,REPAIR EXISTING FRONT PORCH AND HANDRAIL",195 ROSSER ST RENOVATIOND AND DECK EXTENSION,Create Application,
1/8/2019,BP-201900117,Commercial - Fire Sprinkler,"101 MARIETTA ST NW, ATLANTA GA 30303",NEW TENANT FIRE SPRINKLER RENOVATION,22ND SPEC SUITE 2200,Issued,
1/8/2019,BE-201900193,Residential - Low Voltage,"1144 AVONDALE AVE SE, ATLANTA GA 30312","PHONES, CABLES, SECURITY",771 AERIAL WAY GRANT PARK - THE SWIFT,Issued,
1/8/2019,BA-201900148,Arborist Plan Review,"2539 DELLWOOD DR NW, ATLANTA GA 30305",,SFR - ADDITION & ALTERATIONS-CO,Revisions Required,
1/8/2019,BP-201900110,Commercial - Fire Sprinkler,"3424 PEACHTREE RD, ATLANTA GA 00000",century to add and relocate off of tHe existing fire sprinkler system per NFPA 13,industrious,Issued,
1/8/2019,BA-201900155,Arborist Dead Dying Hazardous Tree,"2320 THOMAS RD NW, ATLANTA GA 30318",DDH,DDH,Issued,
1/8/2019,BB-201900142,Residential Repair,"992 PARSONS ST SW, ATLANTA GA 0","GENERAL REPAIR TO INCLUDE RE ROOF, PAINTING INTERIOR AND EXTERIOR, DRYWALL REPAIRS (LESS THAN 3 SHEETS ONLY), KITCHEN CABINETS AND COUNTERTOPS",61 ENTERPRISES - REPAIRS - XPRS,Issued,
1/8/2019,QCR-2019-00084,Residential QCR,"186 FLORA AVE NE, ATLANTA GA 30307",DEMOLISH EXISTING STRUCTURE AND DRIVEWAYFFE 1032.28BASEMENT FFE 1024.05,SFR - DEMO,Create Application,
1/8/2019,BB-201900150,Residential Pool,"1750 FRIAR TUCK RD NE, ATLANTA GA 30309",NEW SWIMMING POOL IN REAR YARD,LADISIC FINE HOMES- NEW POOL,Issued,
1/8/2019,ORR-201900031,Open Record Request,"649 ELMWOOD DR NE, ATLANTA GA 30306",REQUESTING TO REVIEW APPROVED PLANS FOR BB-201706501 & BB-201707192.,649 ELMWOOD DR NE - ORR,Request Completed,
1/8/2019,BT-201900038,Temporary Power,"115 GRIFFIN ST NW, ATLANTA GA 30314",RESIDENTIAL / ELECTRICAL / TEMP POWER,RESIDENTIAL / ELECTRICAL / TEMP POWER,Issued,
1/8/2019,QCR-2019-00095,Residential QCR,"4075 GLEN DEVON DR NW, ATLANTA GA 30327","CONSTRUCT NEW SINGLE FAMILY RESIDENCE WITH INSTALLATION OF NEW SEPTIC SYSTEM,EXISTING POOL TO REMAIN",NEW SFR,Create Application,
1/8/2019,BP-201900105,Residential - Plumbing,"1132 OSBORNE ST SW, ATLANTA GA 30310",Plumbing for new single family home,1132 Osborne Street SW,Issued,
1/8/2019,BB-201900128,Multi Family New,"385 GRANT CIR SE, ATLANTA GA 30315","aka 379 PRATT DRIVE,  BLDG 400-UNIT 402, INTERIOR BUILDOUT OF CONDO UNIT.","PRATT STACKS aka 379 PRATT DRIVE, BLDG 400 UNIT 402  (CO)",Routed for Review,
1/8/2019,BB-201900119,Multi Family New,"385 GRANT CIR SE, ATLANTA GA 30315","aka 375 PRATT DRIVE,  BLDG 300 UNIT 303, INTERIOR BUILDOUT OF CONDO UNIT.","PRATT STACKS aka 375 PRATT DRIVE, BLDG 300 UNIT 303 (CO)",Routed for Review,
1/8/2019,BB-201900112,Multi Family New,"385 GRANT CIR SE, ATLANTA GA 30315","aka 375 PRATT DRIVE,  BLDG 200 UNIT 204, INTERIOR BUILDOUT OF CONDO UNIT.","PRATT STACKS aka 371 PRATT DRIVE, BLDG 200 UNIT 204  (CO)",Routed for Review,
1/8/2019,BB-201900109,Multi Family New,"385 GRANT CIR SE, ATLANTA GA 30315","aka 371 PRATT DRIVE,  BLDG 200 UNIT 201, INTERIOR BUILDOUT OF CONDO UNIT.","PRATT STACKS aka 371 PRATT DRIVE, BLDG 200 UNIT 201  (CO)",Routed for Review,
1/8/2019,BA-201900172,Arborist Dead Dying Hazardous Tree,"8 MOURY AVE SE, ATLANTA GA 30315",DDH,DDH,Issued,
1/8/2019,BE-201900231,Commercial - Low Voltage,"3575 PIEDMONT RD NE, ATLANTA GA 30305",CLA-ATLANTA: INTERIOR BUILDOUT OF THE 15TH FLOOR.,"CLA-ATLANTA (CLIFTON, LARSON & ALLEN )",Issued,
1/8/2019,BT-201900037,Temporary Power,"60 11TH ST NE, ATLANTA GA 30309",COMMERCIAL   / ELECTRICAL  / TEMP POWER,COMMERCIAL   / ELECTRICAL  / TEMP POWER,Accepted,
1/8/2019,BM-201900096,Commercial - HVAC,"3550 LENOX RD NE, ATLANTA GA 30342",Including but not limited to duct alterations and installation of new terminal units and air distribution,Heery Suite 2200,Issued,
1/8/2019,BT-201900036,Temporary Power,"2765 TUPELO ST SE, ATLANTA GA 30317",Temporary Power,2765 Tupelo,Issued,
1/8/2019,ORR-201900027,Open Record Request,"2091 CASCADE RD SW, ATLANTA GA 30311",REQUESTING COPY OF PLANS FOR PERMIT BB-201800267.,2091 CASCADE AVE - ORR,Request Completed,
1/8/2019,ORR-201900028,Open Record Request,"2385 PEACHTREE RD NE, ATLANTA GA 30305",CO for Chico's off the Rack BB201804714,2385 Peachtree Rd. ORR,Request Completed,
1/8/2019,BA-201900147,Arborist Plan Review,"1710 DONCASTER DR NE, ATLANTA GA 30309",,MURNANE POOL/ DRIVEWAY REPLACEMNET,Approved-No Trees Destroyed,
1/8/2019,BP-201900112,Commercial - Plumbing,"1175 PEACHTREE ST NE, ATLANTA GA 30309",Plumbing Remodel,"Chick Fil A, colony square , suite 110",Issued,
1/8/2019,BP-201900129,Commercial - Plumbing,"980 HOWELL MILL RD NW, ATLANTA GA 30318","Parking Deck Install plumbing slab, rough",980 Howell Mill-Phase 1 Parking Deck,Issued,
1/8/2019,ZLA-201900118,Business Licenses,"2975 HEADLAND DR SW, ATLANTA GA 30311",OWNER/RETAIL,CUSTOM DESIGN SHIRT,Zoning Review,
1/8/2019,BB-201900159,Commercial Alteration,"952 PEACHTREE ST NE, ATLANTA GA 30309","ANSLEY ATLANTA REAL ESTATE, SUITE 100: NEW TENANT INTERIOR RENOVATION TO EXISTING OFFICE SPACE INCLUDES MEP.","ANSLEY ATLANTA REAL ESTATE, SUITE 100 (LC)(CO)",Routed for Review,
1/8/2019,BB-201900155,Residential Alteration,"7 BOHLER LN NW, ATLANTA GA 30327","RENOVATION OF SINGLE FAMILY  KITCHEN,SITTING AREA, BREAKFAST ROOM / FRONT PORCH",DEFLIPPIS SINGLE FAMILY RENOVATION/ ELEVATOR REPAIR/PORCH,Issued,
1/8/2019,BM-201900086,Commercial - HVAC,"1110 WEST PEACHTREE ST NW, ATLANTA GA 30309","COMMERCIAL / HVAC / STE 830INSTALLING 2-PIV AND 1-VAN WITH HEAT, BATHROOM EXHAUST FAN, RELOCATING GRILLS",COMMERCIAL / HVAC / STE 830,Issued,
1/8/2019,BE-201900208,Commercial - Low Voltage,"3535 PIEDMONT RD NE, ATLANTA GA 00000",INSTALL DATA SYSTEM,COMMERCIAL/LOW VOLTAGE/ 6TH FLOOR,Issued,
1/8/2019,19CAP-00000030,Building Complaint,"327 PETERS ST SW, ATLANTA GA 30313","The dumpster for Escobar Restaurant does not meet the Castleberry Hill criteria.  More specifically: violating Section 16-20N.008 (1)(g) i. Commercial dumpsters shall not be visible from any public street. Residential dumpsters shall not be visible from: Walker Street, Nelson Street, or Peters Street. Not withstanding the visibility requirements noted above, all dumpsters shall be concealed with walls six feet in height and constructed or faced with metal, brick, stone, architectural masonry, or hard coat stucco.",Zoning Case,Notice Hand Delivered,Zoning Case
1/8/2019,QCR-2019-00097,Commercial QCR,"952 PEACHTREE ST NE, ATLANTA GA 30309",INTERIOR RENOVATION TO EXISTING OFFICE,952 PEACHTREE ST SUITE 100,Create Application,
1/8/2019,BM-201900095,Residential - HVAC,"2123 HOWELL MILL RD NW, ATLANTA GA 30318",DIRECT REPLACEMENT OF FURNACE,FINGER,Issued,
1/8/2019,ORR-201900025,Open Record Request,"560 EDGEWOOD AVE NE, ATLANTA GA 30312",open complaints and open permits,560 Edgewood Ave. ORR,Request Completed,
