Date,Record Number,Record Type,Address,City,ZIP,State,Country,Description,Permit Name,Status
2/6/2019,BT-201900277,Temporary Power,2019 WESTSIDE BLVD NW,Atlanta,30318,GA,United States,2019 WESTSIDE BLVD NW; Â TEMPORARY TO PERMANENT POWER PERMIT,85-WSS-TPR,Issued
2/6/2019,BA-201900919,Arborist Dead Dying Hazardous Tree,236 BOLLING RD NE,Atlanta,30305,GA,United States,,,Issued
2/6/2019,BM-201900680,Commercial - HVAC,1175 PEACHTREE ST NE,Atlanta,30309,GA,United States,Furnish and install new diffusers and return air grilles,Schusterman Foundation Building 100 Suite 2050,Issued
2/6/2019,19TMP-004820,Residential - HVAC,4086 POWERS FERRY RD NW,Atlanta,30342,GA,United States,,,
2/6/2019,BA-201900906,Arborist Dead Dying Hazardous Tree,808 BERKELEY AVE NW,Atlanta,30318,GA,United States,DDH,DDH,Issued
2/6/2019,BE-201901551,Commercial - Electrical,900 JOSEPH E LOWERY BLVD NW,Atlanta,30318,GA,United States,"ELECTRICAL, CATV, DATA, SECURITY",BLDG A / PHASE 1 / LEVEL 4,Online Permit Pending
2/6/2019,BB-201900930,Multi Family New,3718 MARTIN L KING JR DR SW,Atlanta,30331,GA,United States,"CREEKSIDE AT ADAMSVILLE PAVILION 1 STORY WOOD FRAME BUILDINGLD-201800061(PLANS SHARING SAME SET OF PLANS BB-201900924, 926, 927, 928, 930 & 931)",CREEKSIDE AT ADAMSVILLE  / PAVILION,Open
2/6/2019,BB-201900927,Multi Family New,3718 MARTIN L KING JR DR SW,Atlanta,30331,GA,United States,"CREEKSIDE AT ADAMSVILLE BLDG 3: DESIGN OF 4 APARTMENT BUILDING WITH 147 UNITS IN ONE AND TWO BEDROOM CONFIGURATION. BUILDING 3 IS A 3 STORY BUILDING WITH 36 UNITS WHICH ALSO INCLUDES THE LEASING OFFICE AND TENANT AMENITIES. STRUCTURAL DESIGN INCLUDES THE FOUNDATION DESIGNS AND MEP DESIGN INCLUDES UNDERGROUND AND VERTICAL COMPONENTS.LD-201800061(PLANS SHARING SAME SET OF PLANS BB-201900924, 926, 927, 928, 930 & 931)",CREEKSIDE  AT ADAMSVILLE BLDG 3,Open
2/6/2019,BB-201900916,Residential Misc. Structural,1015 DAWN VIEW LN NW,Atlanta,30327,GA,United States,"CONSTRUCT 552 SQFT COVERED PORCH WITH PATIO,RETAINING WALL,AND FIREPLACE",USILTON RESIDENCE RETAINING WALL/COVERED PORCH/FIREPLACE,Routed for Review
2/6/2019,BM-201900693,Residential - HVAC,3425 PAMLICO DR SW,Atlanta,30311,GA,United States,FURNACE REPLACEMENT,RESIDENTIAL/HVAC,Issued
2/6/2019,BB-201900907,Residential Alteration,2606 LOGHAVEN DR NW,Atlanta,30318,GA,United States,"FIRE DAMAGE REPAIRS - REBUILD COMPLETE INTERIOR, WINDOWS, ROOF, FLOORS, AND WALL IN-KIND(18-CAP-00001414)",MABEL SINGLE FAMILY ALTERATIONS FROM FIRE DAMAGE (CA2S-19-012),Open
2/6/2019,QCR-2019-00665,Residential QCR,1590 WEST SUSSEX RD NE,Atlanta,30306,GA,United States,"DEMO OF EXISTING GARAGE,CONSTRUCT NEW GARAGE.DEMO OF EXISTING PATIO,POOL,AND RETAINING WALLS,MINOR RE-GRADING TO CREATE LARGER YARD,NEW PORTION OF DRIVEWAY TO ADD SPACE TO TURN AROUND",WILLIAMS-PRICE GARAGE,Create Application
2/6/2019,19-0057,Impact Fees - Fees,101 PEACHTREE ST SW,Atlanta,30303,GA,United States,TEST: IMPACT FEES,TEST: IMPACT FEES,FORMAL EST
2/6/2019,QCR-2019-00680,Commercial QCR,1200 PEACHTREE ST NE,Atlanta,30309,GA,United States,PROJECT CONNECT- STE 1200: INTERIOR PARTITIONS & FINISHES W/MEP SYSTEMS FOR EXISTING TENANT.,PROJECT CONNECT # 1200,Create Application
2/6/2019,BP-201900842,Residential - Plumbing,1406 NORTHVIEW AVE NE,Atlanta,30306,GA,United States,RESIDENTIAL / PLUMBING / SEWER PLUG,RESIDENTIAL / PLUMBING / SEWER PLUG,Issued
2/6/2019,BA-201900918,Arborist Dead Dying Hazardous Tree,2950 RIDGEWOOD RD NW,Atlanta,30327,GA,United States,,,Issued
2/6/2019,BA-201900903,Arborist Complaint,1450 LANIER PL NE,Atlanta,30306,GA,United States,Random Stop - Peter Stovall,Site Compliance,In Compliance
2/6/2019,BB-201900936,Multi Family Alteration,101 PEACHTREE ST SW,Atlanta,30303,GA,United States,"Conversion to business to residential use. Two (2) new apartments within the existing 2nd level space; renovated 2nd upgrade interior stair; install rated floor-ceiling assembly; New MEP. NO STOREFRONT, GROUND FLOOR OR BASEMENT WORK ON THIS PERMIT. (REFERENCE BB-201605846) (LC)",101 PEACHTREE LOFTS (LC),Open
2/6/2019,QCR-2019-00670,Commercial QCR,50 ALABAMA ST SW,Atlanta,30303,GA,United States,NON STRUCTURAL INTERIOR DEMO EXISTING  ( WHITE BOX ),INTERIOR DEMO SUITE 187,Open
2/6/2019,BB-201900933,Commercial Conversion,2044 CAMPBELLTON RD SW,Atlanta,30311,GA,United States,BUILD OUT WALLS FOR OFFICE AND SMOKING ROOM  ( CONVERSION ) (LC) (C/O),SOUTHWEST CIGAR LLC SUITE W (LC) (C/O),Routed for Review
2/6/2019,BA-201900915,Arborist Appeal,228 MARGARET ST SE,Atlanta,30315,GA,United States,,Ron Clark Academy / Auditorium - LD,Posted
2/6/2019,BP-201900831,Residential - Plumbing,50 WESTMINSTER DR NE,Atlanta,30309,GA,United States,"moving two water heater, relocating one toilet one shower and two vanities",BB-201900770/ Robinson 50 Westminster Dr NE,Issued
2/6/2019,BM-201900678,Residential - HVAC,496 PAGE AVE NE,Atlanta,30307,GA,United States,hvac replacement,susan mahoney,Issued
2/6/2019,BP-201900826,Commercial - Fire Sprinkler,3355 LENOX RD NE,Atlanta,30326,GA,United States,CENTURY TO ADD AND RELOCATE OFF THE EXISTING FIRE SPRINKLER SYSTEM PER NFAP 13.,MEDICAL ASSET MANAGEMENT (SUITE 1150),Routed for Review
2/6/2019,ZLA-201900634,Business Licenses,865 HALL ST NW,Atlanta,30318,GA,United States,201710WY-32 LLCBUSINESS LISTING ONLY FOR HOME OCCUPATION REAL ESTATE INVESTMENT HOME OFFICE,201710WY-32 LLC,License Approved
2/6/2019,BE-201901530,Commercial - Electrical,780 MEMORIAL DR SE,Atlanta,30316,GA,United States,New Electrical  installation Modera Reynoldstown 60 Units with retail Building B-1BUnit FeedersBranch CircuitsContact Yogi Dicks 706-362-2658,Modera Reynolodstown 60 Units Bld B1B,Issued
2/6/2019,19TMP-004819,Residential - HVAC,2655 DOBBS CIR NW,Atlanta,,GA,United States,AC and Coil,"Rowland, Rhonda",
2/6/2019,BB-201900931,Commercial Misc. Structural,3718 MARTIN L KING JR DR SW,Atlanta,30331,GA,United States,"CREEKSIDE AT ADAMSVILLE- TRASH ENCLOSURELD-201800061(PLANS SHARING SAME SET OF PLANS BB-201900924, 926, 927, 928, 930 & 931)",CREEKSIDE  AT ADAMSVILLE / TRASH ENCLOSURE,Open
2/6/2019,BB-201900928,Multi Family New,3718 MARTIN L KING JR DR SW,Atlanta,30331,GA,United States,"CREEKSIDE AT ADAMSVILLE BLDG 4: DESIGN OF 4 APARTMENT BUILDING WITH 147 UNITS IN ONE AND TWO BEDROOM CONFIGURATION. BUILDING 4 IS A 3 STORY BUILDING WITH 36 UNITS WHICH ALSO INCLUDES THE LEASING OFFICE AND TENANT AMENITIES. STRUCTURAL DESIGN INCLUDES THE FOUNDATION DESIGNS AND MEP DESIGN INCLUDES UNDERGROUND AND VERTICAL COMPONENTS.LD-201800061(PLANS SHARING SAME SET OF PLANS BB-201900924, 926, 927, 928, 930 & 931)",CREEKSIDE  AT ADAMSVILLE BLDG 4,Open
2/6/2019,ZLA-201900633,Business Licenses,1000 MARIETTA ST NW,Atlanta,30318,GA,United States,CHIMERA INNOVATIONS / STE 128TECHNOLOGY,CHIMERA INNOVATIONS / STE 128,License Approved
2/6/2019,BM-201900695,Residential - HVAC,3224 HOLLYDALE DR SW,Atlanta,30311,GA,United States,"RESIDENTIAL / HVACINSTALL ONE 2.5 TON HEAT PUMP SYSTEM COMPLETE WITH SUPPLY AND  RETURN DUCT, DRYER, VENT AND VENT EXISTING BATHROOM FANS.",RESIDENTIAL / HVAC,Issued
2/6/2019,BB-201900918,Commercial Misc. Structural,754 PEACHTREE ST NE,Atlanta,30308,GA,United States,Install equipment lift on 1st floor post partitions demo. (LC),AT&T Equipment Lift (LC),Open
2/6/2019,19-0056,Impact Fees - Fees,2048 FAIRHAVEN CIR NE,Atlanta,30305,GA,United States,"CONSTRUCTION OF A NEW TWO STORY SINGLE FAMILY RESIDENCE WITH A DRIVEWAY AND DECK, FRONT PORCH AND GARAGE ON A VACANT LOT",PATEL -NEW SINGLE FAMILY RESIDENCE-CO,
2/6/2019,BE-201901523,Residential - Electrical,930 ASTOR AVE SW,Atlanta,30310,GA,United States,200A Service upgrade. Total re-wire.,Astor,Issued
2/6/2019,ORR-201900224,Open Record Request,3475 PIEDMONT RD NE,Atlanta,,GA,United States,civil or site plans,3475 Piedmont Rd - ORR,Open
2/6/2019,BA-201900896,Arborist Dead Dying Hazardous Tree,941 GLENBROOK DR NW,Atlanta,30318,GA,United States,DDH,DDH,Issued
2/6/2019,BP-201900841,Residential - Plumbing,3753 HEMPSTEAD WAY SW,Atlanta,30331,GA,United States,NEW RESIDENTIAL PLUMBING,3753 HEMPSTEAD WAY LOT 28,Issued
2/6/2019,BB-201900904,Residential New,3301 CASCADE PARC BLVD SW,Atlanta,30311,GA,United States,NEW 2 STORY SINGLE FAMILY WITH ATTACHED GARAGELD UNDER BLM1 201400701,KM HOMES 2 STORY NEW SINGLE FAMILY-LOT D-85 (CO),Routed for Review
2/6/2019,BM-201900690,Residential - HVAC,329 KENDRICK AVE SE,Atlanta,30315,GA,United States,Remove and replace existing furnace.,Sumrall,Issued
2/6/2019,BA-201900891,Arborist Dead Dying Hazardous Tree,149 PEACHTREE CIR NE,Atlanta,,GA,United States,DDH,DDH,Issued
2/6/2019,BB-201900903,Residential Misc. Structural,32 2ND AVE NE,Atlanta,30317,GA,United States,DEMO EXISTING DECK. REBUILD NEW DECK IN PLACE,BLAU-DECK-ALTERATIONS,Open
2/6/2019,ZLA-201900637,Business Licenses,3525 PIEDMONT RD NE,Atlanta,,GA,United States,SECURITY GUARD SERVICES VP AND SECRETARY,METRO ONE LOSS PREVENTION SERVICES,Zoning Review
2/6/2019,BE-201901535,Commercial - Electrical,780 MEMORIAL DR SE,Atlanta,30316,GA,United States,New Electrical Installation Modera Reynoldstown Bld B1A 80 Units & Common Area80 Unit feeders & Branch circuitsCommon area feeders & Branch CircuitsContact Yogi Dicks 706-362-2658,Modera Reynolodstown 80 Units Bld B1A,Issued
2/6/2019,BT-201900278,Temporary Power,2015 WESTSIDE BLVD NW,Atlanta,30318,GA,United States,2015 WESTSIDE BLVD NW; Â TEMP TO PERM POWER PERMIT,86-WSS-TPR,Issued
2/6/2019,BT-201900283,Temporary Power,50 LAKELAND DR NE,Atlanta,30305,GA,United States,PEMPORARY POWER LOT 20,TPO LANDEN PINE LOT 20,Issued
2/6/2019,ZLA-201900631,Business Licenses,2009 PALIFOX DR NE,Atlanta,30307,GA,United States,"LAMB COMMERCIAL PROPERTIES, LLC BUSINESS LISTING ONLY COMMERCIAL REAL ESTATE AGENT","LAMB COMMERCIAL PROPERTIES, LLC",License Approved
2/6/2019,BM-201900697,Residential - HVAC,1672 VAN EPPS ST SE,Atlanta,30316,GA,United States,RESIDENTIAL / HVACINSTALLATION NEW SYSTEM,RESIDENTIAL / HVAC,Issued
2/6/2019,QCR-2019-00681,Residential QCR,1805 ROCKLAND DR SE,Atlanta,30316,GA,United States,"ADDING SQ FT TO THE OFFICE AND MASTER SUITE, UP GRADING KITCHEN, ADDING PORCH COVER, ADDING A DECK TO THE REAR OF THE PROPERTY.(PREVIOUS BB#201702933)",SFR - ADDITION,Open
2/6/2019,ORR-201900222,Open Record Request,1345 LORENZO DR SW,Atlanta,30310,GA,United States,REQUEST COPY OF STAMPED PLANS,1345 LORENZO DR,Request Completed
2/6/2019,ZLA-201900616,Alcohol Licenses,12 WEST PEACHTREE PL,Atlanta,,GA,United States,"RESTAURANTA WITH LIQUOR, BEER AND WINE","BK LOFT BISTRO, LLC",Approved
2/6/2019,BE-201901509,Commercial - Low Voltage,348 MITCHELL ST SW,Atlanta,30313,GA,United States,INSTALLATION OF LOW VOLTAGE WIRE & EQUIPMENT,COMMERCIAL/LOW VOLTAGE /REVERB BY HARD ROCK,Issued
2/6/2019,BE-201901527,Commercial - Electrical,780 MEMORIAL DR SE,Atlanta,30316,GA,United States,New electrical Installation of feeders & Branch CircuitsParking GaragePanels DPDPG1LGContact Yogi Dicks 706-362-2658,BB-201801467,Issued
2/6/2019,BB-201900909,Residential Alteration,1611 ATHENS AVE SW,Atlanta,30310,GA,United States,"INTERIOR REMODEL  - ADD (1) BATHROOM, REMOVE KITCHEN/DINING ROOM WALL, REMODEL EXISTING BATHROOM AND KITCHEN, PAINT, INSULATE, REFINISH FLOORING",CUPITAL - ALTERATION - XPRS,Issued
2/6/2019,QCR-2019-00686,Residential QCR,1390 ALMONT DR SW,Atlanta,30310,GA,United States,"ERECT 2ND STORY ADDITION,INTERIOR AND EXTERIOR RENOVATIONS AND ALTERATIONS",2ND STORY ADDITION AND REMODEL,Plan Inspection
2/6/2019,ZLA-201900630,Business Licenses,41 MARIETTA ST NW,Atlanta,,GA,United States,BUSINESS LISTING ONL,"NARIAH, INC",License Approved
2/6/2019,BE-201901525,Residential - Electrical,3160 ESPLANADE CIR SW,Atlanta,30311,GA,United States,Install back up generator,Back up Generator,Issued
2/6/2019,BM-201900688,Commercial - HVAC,1230 PEACHTREE ST NE,Atlanta,30303,GA,United States,"Including but not limited to duct alterations and installation of new terminal units and air distribution.Two (2) VAVs, eight (8) PIUs, one (1) exhaust fan, one (1) WSHP",Domain Capital Buildout / 36TH FLOOR,Issued
2/6/2019,BB-201900917,Commercial Alteration,1149 LOGAN CIR NW,Atlanta,,GA,United States,"INNOVATIVE ROOFING GROUP SUITE 1149 - INTERIOR RENOVATION OF EXISTING OFFICE AREA, NEW ADA COMPLAINT  BREAK AREA , FLOORING AND PAINTING.",INNOVATIVE ROOFING GROUP SUITE 1149,Routed for Review
2/6/2019,ZLA-201900624,Business Licenses,2174 CAMP GROUND RD SW,Atlanta,30331,GA,United States,CITY SADITTY LLCONLINE RETAIL CBD OILS & TOPICALS (BUSINESS LISTING ONLY),CITY SADITTY LLC,License Approved
2/6/2019,QCR-2019-00678,Commercial QCR,190 MARIETTA ST NW,Atlanta,,GA,United States,INTERIOR ALTERATION EXISTING TENANT AREA,CNN IMAGE AND SOUNDS / SUITE 500,Create Application
2/6/2019,BA-201900890,Arborist Plan Review,492 HEMLOCK CIR SE,Atlanta,,GA,United States,,BOWEN-RETAINING WALL,Accepted
2/6/2019,ZLA-201900614,Business Licenses,499 NORTHSIDE CIR NW,Atlanta,,GA,United States,CREST AT NORTHSIDEFOREING LIMITED LIABILITY COMPANY / MANAGEMENT,CREST AT NORTHSIDE,License Approved
2/6/2019,BP-201900833,Commercial - Plumbing,900 JOSEPH E LOWERY BLVD NW,Atlanta,30318,GA,United States,ASPIRE WESTSIDE - BLDG #A PHASE 1 LEVEL 1NEW PLUMBING INSTALLATION FOR NEW CONSTRUCTION,COMMERCIAL / PLUMBING - BLDG #A PHASE 1 LEVEL 1,Issued
2/6/2019,BA-201900895,Arborist Dead Dying Hazardous Tree,719 WILLOUGHBY WAY NE,Atlanta,30312,GA,United States,DDH,DDH,Issued
2/6/2019,GP-201900012,Commercial - Gas Pressure Test Only,793 CAMERON M ALEXANDER BLVD NW,Atlanta,30318,GA,United States,GAS PRESSURE TEST ONLY,COMMERCIAL/HVAC,Issued
2/6/2019,BE-201901538,Commercial - Electrical,1201 PEACHTREE ST NE,Atlanta,,GA,United States,Relocation of receptacles and fixtures,Hoar Construction Suite 510,Issued
2/6/2019,ZLA-201900621,Business Licenses,3101 DELMAR LN NW,Atlanta,30311,GA,United States,TOP LEVEL CONSULTINGCONSULTING / MARKETING (BUSINESS LISTING ONLY),TOP LEVEL CONSULTING,License Approved
2/6/2019,BE-201901505,Residential - Electrical,3620 RIDGEWOOD RD NW,Atlanta,30327,GA,United States,Electrical install for Kitchen and bathroom remodel involving rewiring of these areas,Euro,Issued
2/6/2019,BE-201901508,Residential - Electrical,771 ROCHELLE DR SW,Atlanta,30310,GA,United States,DISCONNECT POWER FROM HOUSE / RUN SERVICE PIPE THRU ROOF FOR SAFETY,RESIDENTIAL / ELECTRICAL - DISC. RECON.,Issued
2/6/2019,BP-201900829,Commercial - Fire Sprinkler,2020 PEACHTREE RD NW,Atlanta,30309,GA,United States,Remove steel piping and install copper for the new MRI machine that is being installed.,Shepherd Center MRI Room,ACA Pending
2/6/2019,BE-201901503,Residential - Electrical,585 WARWICK ST SE,Atlanta,30316,GA,United States,electrical re-wire,585 Warwick St.,Issued
2/6/2019,BT-201900282,Temporary Power,50 LAKELAND DR NE,Atlanta,30305,GA,United States,TEMPORARY POWER LOT 19,TPO LANDEN PINE LOT 19,Issued
2/6/2019,BT-201900281,Temporary Power,50 LAKELAND DR NE,Atlanta,30305,GA,United States,TEMPORARY POWER RELEASE,TPO LANDEN PINE LOT 16,Issued
2/6/2019,BP-201900836,Commercial - Fire Sprinkler,3330 PEACHTREE RD NE,Atlanta,30326,GA,United States,add/relocate heads to code,crif solutions real estate,Routed for Review
2/6/2019,BM-201900685,Residential - HVAC,2157 WISTERIA WAY NE,Atlanta,30317,GA,United States,"INSTALL 2 FURNACES, COIL, AC. DUCT WORK",RESIDENTIAL/HVAC,Issued
2/6/2019,BM-201900683,Residential - HVAC,115 LAUREL DR NE,Atlanta,30342,GA,United States,Connecting new generator to existing gas meter,H. Smith,Issued
2/6/2019,19CAP-00000165,Building Complaint,1056 ALLENE AVE SW,Atlanta,30310,GA,United States,"WORKING OUTSIDE SCOPE OF APPROVED WORK--received email from OOD advising is not building according to OOD approval.  the windows are to be unclad wood instead vinyl windows installed.  Aldo, 2x4's installed parallel to front faÃ§ade instead of 1x4 tongue and grove installed perpendicular to front faÃ§ade.  Please investigate site, place stop work order if needed, and direct them to contact OOD @ 404-330-6145 for compliance process.",Buildings-Other Case,Potential Duplicate
2/6/2019,BA-201900881,Arborist Dead Dying Hazardous Tree,3321 HABERSHAM RD NW,Atlanta,30305,GA,United States,,,Issued
2/6/2019,BE-201901502,Commercial - Electrical,900 JOSEPH E LOWERY BLVD NW,Atlanta,30318,GA,United States,"ELECTRICAL, CATV, DATA, SECURITY",BLDG A / PHASE 1 / LEVEL 2,Online Permit Pending
2/6/2019,QCR-2019-00677,Residential QCR,1854 WOODLAND HILLS AVE NW,Atlanta,30318,GA,United States,"CONSTRUCTION OF NEW TWO STORY HOUSE ON BASEMENT WITH 2 CAR GARAGE, BACK DECK, FRONT PORCH, NEW DRIVEWAY AND WALKWAYS.",NEW SFR,Plan Inspection
2/6/2019,BB-201900926,Multi Family New,3718 MARTIN L KING JR DR SW,Atlanta,30331,GA,United States,"CREEKSIDE AT ADAMSVILLE BLDG 2: DESIGN OF 4 APARTMENT BUILDING WITH 147 UNITS IN ONE AND TWO BEDROOM CONFIGURATION. BUILDING 2 IS A 3 STORY BUILDING WITH 36 UNITS WHICH ALSO INCLUDES THE LEASING OFFICE AND TENANT AMENITIES. STRUCTURAL DESIGN INCLUDES THE FOUNDATION DESIGNS AND MEP DESIGN INCLUDES UNDERGROUND AND VERTICAL COMPONENTS.LD-201800061(PLANS SHARING SAME SET OF PLANS BB-201900924, 926, 927, 928, 930 & 931)",CREEKSIDE  AT ADAMSVILLE BLDG 2,Open
2/6/2019,BB-201900925,Commercial Alteration,75 JOHN PORTMAN BLVD NW,Atlanta,30303,GA,United States,THE SCOPE OF WORK FOR THIS PROJECT INCLUDES THE INTERIOR RENOVATION OF EXISTING SUITES 373 B &375A. WORK IS PERFORMED ON THE 3RD FLOOR OF BUILDING 1 OF AMERICA'S MART. SCOPE INCLUDE THE ADDITION OF A NEW DEMISING WALL BETWEEN SUITES.,AMC #18285 - ALTERATIONS - XPRS,Issued
2/6/2019,ZLA-201900628,Business Licenses,737 LAMBERT DR NE,Atlanta,,GA,United States,MASS. ELECTRIC CONSTRUCTION CO.CONSTRUCTION (OFFICE USE ONLY),MASS. ELECTRIC CONSTRUCTION CO.,License Approved
2/6/2019,ZLA-201900625,Business Licenses,842 NORTH HIGHLAND AVE NE,Atlanta,30306,GA,United States,POLISHED BARBER SALON - SUITE #215BARBER SALON,POLISHD BARBER SALON - SUITE #215,License Approved
2/6/2019,BP-201900837,Commercial - Plumbing,1375 PEACHTREE ST NE,Atlanta,30309,GA,United States,"Adfinitely, Ste 300S: ADD SINK WITH DISWASHER/ WATER HEATER","COMMERCIAL/PLUMBING/Adfinitely, Ste 300S",Issued
2/6/2019,19CAP-00000168,Building Complaint,1698 HARBIN RD SW,Atlanta,30311,GA,United States,ZONING-ILLEGAL ROOMING HOUSE,Zoning Case,Assigned to Inspector
2/6/2019,BB-201900934,Residential Demolition,62 RUSSELL ST NE,Atlanta,30317,GA,United States,DEMOLITION OF A SINGLE FAMILY RESIDENCE,GOOLSEY RESIDENCE DEMOLITION,Routed for Review
2/6/2019,BP-201900849,Commercial - Fire Sprinkler,2625 PIEDMONT RD NE,Atlanta,,GA,United States,"SMILE DIRECT CLUB, SUITE 53- INTERIOR ALTERATION TO INCLUDE NEW WALLS, FLOOR AND FINISHES.(LC)","SMILE DIRECT CLUB, SUITE 53 (LC)",Issued
2/6/2019,BA-201900900,Arborist Dead Dying Hazardous Tree,4210 WHITESTONE PL NW,Atlanta,,GA,United States,,,Accepted
2/6/2019,ZLA-201900617,Business Licenses,828 RALPH MCGILL BLVD NE,Atlanta,30306,GA,United States,MAVEN DESIGN LLC / STE C1 PRODUCT DESIGN CONSULTING,MAVEN DESIGN LLC / STE C1,License Approved
2/6/2019,BB-201900932,Multi Family Alteration,2575 PEACHTREE RD NE,Atlanta,30305,GA,United States,"REMODEL OF EXISTING CONDO IN THE PLAZA TOWERS BUILDING, TO INCLUDE UPDATING KITCHEN , BATHROOMS, LAUNDRY ROOM NEW PAINT AND LIGHTING",ROUNSAVILLE - ALTERATION - XPRS,Issued
2/6/2019,19CAP-00000162,Building Complaint,824 THURMOND ST NW,Atlanta,30314,GA,United States,WORKING WITHOUT A PERMIT--HVAC AND PLUMBING INSTALLED WITHOUT PERMITS.  BB 201807438 SCOPE OF WORK IS FOR INTERIOR ALTERATIONS.  ELECTRICAL PERMIT ISSUED HAS NOT PASSED ROUGH INSPECTION YET.  PER COMPLAINTANT WORK ALREADY COVERED.,Stop Work Case,Closed
2/6/2019,BA-201900917,Arborist Dead Dying Hazardous Tree,1883 GARRAUX RD NW,Atlanta,30327,GA,United States,,,Issued
2/6/2019,BA-201900888,Arborist Plan Review,550 BOULEVARD SE,Atlanta,30312,GA,United States,,SFR - FENCE  (HC20KSA1) (CA2S-19-044),Approved-No Trees Destroyed
2/6/2019,BM-201900681,Residential - HVAC,341 ASHBURTON AVE SE,Atlanta,30317,GA,United States,HVAC RESIDENTIAL 5.5 TONS TOTAL,341 Ashburton,Issued
2/6/2019,QCR-2019-00684,Commercial QCR,1660 JOHNSON RD NW,Atlanta,30318,GA,United States,"MISC. SITE DEMO , TREE REMOVAL MASS GRADING AND EROSION  CONTROL ACTIVITIES IN ANTICIPATION FOR THE LAND DEVELOPMENT OF WESTSIDE PARK.",WESTSIDE AT  BELLWOOD QUARRY PHASE 1,Create Application
2/6/2019,BA-201900884,Arborist Dead Dying Hazardous Tree,4370 DAVIDSON AVE NE,Atlanta,30319,GA,United States,,,Accepted
2/6/2019,BE-201901506,Commercial - Low Voltage,60 11TH ST NE,Atlanta,30309,GA,United States,Revisions to existing fire alarm system as required by tenant space remodel.,"DRYBAR, SUITE 3B",Issued
2/6/2019,QCR-2019-00675,Commercial QCR,2321 CHESHIRE BRIDGE RD NE,Atlanta,30324,GA,United States,THIS PROJECT CONSISTS OF INSTALLING CARLISLE SYNTEC'S SURE-WELD  ( TPO ) ADHERED ROOFING SYSTEM.,ORIGINAL PANCAKE HOUSE,Create Application
2/6/2019,ORR-201900227,Open Record Request,2440 BARGE RD SW,Atlanta,30331,GA,United States,Building plans for multiple addresses that were multi-family apts. that were built in the mid to late 1970's.,2440 Barge Rd. ORR,Request Completed
